[DBG] sensorHeight=66.0
Returned to Origin, Ready to Scan
[DBG] numPts=1500
220.00 370.00 26.00
220.00 380.00 26.00
220.00 390.00 26.00
220.00 400.00 26.00
220.00 410.00 25.00
220.00 420.00 26.00
220.00 430.00 26.00
220.00 440.00 25.00
220.00 450.00 26.00
220.00 460.00 25.00
220.00 470.00 25.00
220.00 480.00 25.00
220.00 490.00 24.00
220.00 500.00 24.00
230.00 500.00 24.00
230.00 490.00 25.00
230.00 480.00 27.00
230.00 470.00 29.00
230.00 460.00 27.00
230.00 450.00 28.00
230.00 440.00 28.00
230.00 430.00 28.00
230.00 420.00 28.00
230.00 410.00 29.00
230.00 400.00 29.00
230.00 390.00 28.00
230.00 380.00 29.00
230.00 370.00 29.00
230.00 360.00 29.00
230.00 350.00 28.00
230.00 340.00 28.00
230.00 330.00 28.00
230.00 320.00 27.00
230.00 310.00 27.00
230.00 300.00 26.00
230.00 290.00 26.00
230.00 280.00 24.00
230.00 270.00 22.00
230.00 260.00 21.00
230.00 250.00 21.00
230.00 240.00 21.00
230.00 230.00 20.00
230.00 220.00 18.00
230.00 210.00 17.00
230.00 200.00 15.00
230.00 190.00 14.00
230.00 180.00 14.00
230.00 170.00 13.00
230.00 160.00 12.00
230.00 150.00 7.00
230.00 140.00 5.00
230.00 130.00 2.00
230.00 120.00 1.00
230.00 110.00 1.00
230.00 100.00 1.00
230.00 90.00 1.00
230.00 80.00 1.00
230.00 70.00 1.00
230.00 60.00 1.00
230.00 50.00 1.00
230.00 40.00 1.00
230.00 30.00 1.00
230.00 20.00 1.00
230.00 10.00 1.00
230.00 0.00 1.00
240.00 0.00 1.00
240.00 10.00 1.00
240.00 20.00 1.00
240.00 30.00 1.00
240.00 40.00 1.00
240.00 50.00 1.00
240.00 60.00 1.00
240.00 70.00 1.00
240.00 80.00 1.00
240.00 90.00 1.00
240.00 100.00 1.00
240.00 110.00 1.00
240.00 120.00 1.00
240.00 130.00 1.00
240.00 140.00 2.00
240.00 150.00 8.00
240.00 160.00 9.00
240.00 170.00 11.00
240.00 180.00 13.00
240.00 190.00 14.00
240.00 200.00 14.00
240.00 210.00 15.00
240.00 220.00 16.00
240.00 230.00 17.00
240.00 240.00 18.00
240.00 250.00 20.00
240.00 260.00 21.00
240.00 270.00 21.00
240.00 280.00 22.00
240.00 290.00 24.00
240.00 300.00 26.00
240.00 310.00 27.00
240.00 320.00 27.00
240.00 330.00 28.00
240.00 340.00 28.00
240.00 350.00 29.00
240.00 360.00 28.00
240.00 370.00 28.00
240.00 380.00 28.00
240.00 390.00 30.00
240.00 400.00 29.00
240.00 410.00 28.00
240.00 420.00 28.00
240.00 430.00 28.00
240.00 440.00 28.00
240.00 450.00 28.00
240.00 460.00 27.00
240.00 470.00 27.00
240.00 480.00 27.00
240.00 490.00 28.00
240.00 500.00 26.00
250.00 500.00 26.00
250.00 490.00 28.00
250.00 480.00 28.00
250.00 470.00 29.00
250.00 460.00 29.00
250.00 450.00 30.00
250.00 440.00 30.00
250.00 430.00 31.00
250.00 420.00 31.00
250.00 410.00 31.00
250.00 400.00 31.00
250.00 390.00 30.00
250.00 380.00 30.00
250.00 370.00 31.00
250.00 360.00 30.00
250.00 350.00 30.00
250.00 340.00 30.00
250.00 330.00 30.00
250.00 320.00 28.00
250.00 310.00 30.00
250.00 300.00 27.00
250.00 290.00 27.00
250.00 280.00 26.00
250.00 270.00 25.00
250.00 260.00 24.00
250.00 250.00 21.00
250.00 240.00 20.00
250.00 230.00 18.00
250.00 220.00 18.00
250.00 210.00 16.00
250.00 200.00 16.00
250.00 190.00 16.00
250.00 180.00 14.00
250.00 170.00 12.00
250.00 160.00 9.00
250.00 150.00 4.00
250.00 140.00 2.00
250.00 130.00 1.00
250.00 120.00 1.00
250.00 110.00 1.00
250.00 100.00 1.00
250.00 90.00 1.00
250.00 80.00 1.00
250.00 70.00 1.00
250.00 60.00 1.00
250.00 50.00 1.00
250.00 40.00 1.00
250.00 30.00 1.00
250.00 20.00 1.00
250.00 10.00 1.00
250.00 0.00 1.00
260.00 0.00 1.00
260.00 10.00 1.00
260.00 20.00 1.00
260.00 30.00 1.00
260.00 40.00 1.00
260.00 50.00 1.00
260.00 60.00 1.00
260.00 70.00 1.00
260.00 80.00 1.00
260.00 90.00 1.00
260.00 100.00 1.00
260.00 110.00 1.00
260.00 120.00 1.00
260.00 130.00 1.00
260.00 140.00 1.00
260.00 150.00 1.00
260.00 160.00 4.00
260.00 170.00 7.00
260.00 180.00 10.00
260.00 190.00 11.00
260.00 200.00 13.00
260.00 210.00 14.00
260.00 220.00 17.00
260.00 230.00 17.00
260.00 240.00 19.00
260.00 250.00 19.00
260.00 260.00 19.00
260.00 270.00 22.00
260.00 280.00 25.00
260.00 290.00 25.00
260.00 300.00 28.00
260.00 310.00 28.00
260.00 320.00 28.00
260.00 330.00 28.00
260.00 340.00 28.00
260.00 350.00 30.00
260.00 360.00 30.00
260.00 370.00 30.00
260.00 380.00 30.00
260.00 390.00 30.00
260.00 400.00 30.00
260.00 410.00 31.00
260.00 420.00 30.00
260.00 430.00 30.00
260.00 440.00 29.00
260.00 450.00 30.00
260.00 460.00 29.00
260.00 470.00 29.00
260.00 480.00 30.00
260.00 490.00 28.00
260.00 500.00 28.00
270.00 500.00 28.00
270.00 490.00 29.00
270.00 480.00 30.00
270.00 470.00 32.00
270.00 460.00 31.00
270.00 450.00 32.00
270.00 440.00 32.00
270.00 430.00 31.00
270.00 420.00 32.00
270.00 410.00 32.00
270.00 400.00 32.00
270.00 390.00 32.00
270.00 380.00 32.00
270.00 370.00 31.00
270.00 360.00 31.00
270.00 350.00 32.00
270.00 340.00 30.00
270.00 330.00 30.00
270.00 320.00 30.00
270.00 310.00 29.00
270.00 300.00 29.00
270.00 290.00 28.00
270.00 280.00 28.00
270.00 270.00 25.00
270.00 260.00 21.00
270.00 250.00 20.00
270.00 240.00 20.00
270.00 230.00 18.00
270.00 220.00 18.00
270.00 210.00 16.00
270.00 200.00 15.00
270.00 190.00 12.00
270.00 180.00 10.00
270.00 170.00 7.00
270.00 160.00 2.00
270.00 150.00 1.00
270.00 140.00 1.00
270.00 130.00 1.00
270.00 120.00 1.00
270.00 110.00 1.00
270.00 100.00 1.00
270.00 90.00 1.00
270.00 80.00 1.00
270.00 70.00 1.00
270.00 60.00 1.00
270.00 50.00 1.00
270.00 40.00 1.00
270.00 30.00 1.00
270.00 20.00 1.00
270.00 10.00 1.00
270.00 0.00 1.00
280.00 0.00 1.00
280.00 10.00 1.00
280.00 20.00 1.00
280.00 30.00 1.00
280.00 40.00 1.00
280.00 50.00 1.00
280.00 60.00 1.00
280.00 70.00 1.00
280.00 80.00 1.00
280.00 90.00 1.00
280.00 100.00 1.00
280.00 110.00 1.00
280.00 120.00 1.00
280.00 130.00 1.00
280.00 140.00 1.00
280.00 150.00 1.00
280.00 160.00 1.00
280.00 170.00 1.00
280.00 180.00 7.00
280.00 190.00 11.00
280.00 200.00 13.00
280.00 210.00 14.00
280.00 220.00 16.00
280.00 230.00 16.00
280.00 240.00 18.00
280.00 250.00 19.00
280.00 260.00 20.00
280.00 270.00 22.00
280.00 280.00 25.00
280.00 290.00 27.00
280.00 300.00 28.00
280.00 310.00 29.00
280.00 320.00 28.00
280.00 330.00 30.00
280.00 340.00 30.00
280.00 350.00 30.00
280.00 360.00 31.00
280.00 370.00 30.00
280.00 380.00 31.00
280.00 390.00 31.00
280.00 400.00 33.00
280.00 410.00 33.00
280.00 420.00 32.00
280.00 430.00 33.00
280.00 440.00 31.00
280.00 450.00 32.00
280.00 460.00 31.00
280.00 470.00 31.00
280.00 480.00 30.00
280.00 490.00 30.00
280.00 500.00 29.00
290.00 500.00 29.00
290.00 490.00 30.00
290.00 480.00 31.00
290.00 470.00 33.00
290.00 460.00 34.00
290.00 450.00 34.00
290.00 440.00 34.00
290.00 430.00 35.00
290.00 420.00 33.00
290.00 410.00 33.00
290.00 400.00 34.00
290.00 390.00 33.00
290.00 380.00 33.00
290.00 370.00 33.00
290.00 360.00 33.00
290.00 350.00 32.00
290.00 340.00 31.00
290.00 330.00 31.00
290.00 320.00 30.00
290.00 310.00 30.00
290.00 300.00 30.00
Completed Scan: 1500 pts
